"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_language","Input.original_text","Answer.likeability","Answer.novelty","Answer.usability","Approve","Reject"
"37NXA7GVSUJBU2XQYM2SVK13I3HVLZ","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","35L9RVQFCQVCHBMUSDIRWQ2025BHUD","A2GKX7OV3D8A3T","Submitted","Wed Jun 19 07:28:34 PDT 2019","Wed Jun 19 07:28:46 PDT 2019","Fri Jul 19 07:28:46 PDT 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Cup","as food container","3","2","2"
"37NXA7GVSUJBU2XQYM2SVK13I3HVLZ","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3EFE17QCREIW2YUQ38NRHPKCH8PHSW","A14MCHQB6Z8MVT","Submitted","Wed Jun 19 07:24:38 PDT 2019","Wed Jun 19 07:24:58 PDT 2019","Fri Jul 19 07:24:58 PDT 2019","","","","20","0% (0/2)","0% (0/2)","0% (0/0)","Cup","as food container","6","1","7"
"37NXA7GVSUJBU2XQYM2SVK13I3HVLZ","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3IX2EGZR7DWGSPP3CJQ73SVV8YBJRG","ABMH09TPJ72JW","Submitted","Wed Jun 19 07:27:47 PDT 2019","Wed Jun 19 07:28:09 PDT 2019","Fri Jul 19 07:28:09 PDT 2019","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","Cup","as food container","4","5","3"
"37NXA7GVSUJBU2XQYM2SVK13I3HVLZ","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3MX2NQ3YCB7SIMWUWGS5R0YERF25XF","A30OWLTYVF4Y79","Submitted","Wed Jun 19 07:29:36 PDT 2019","Wed Jun 19 07:29:54 PDT 2019","Fri Jul 19 07:29:54 PDT 2019","","","","18","0% (0/2)","0% (0/2)","0% (0/0)","Cup","as food container","5","4","7"
"37NXA7GVSUJBU2XQYM2SVK13I3HVLZ","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3ZWFC4W1UWK0NN37TTZMOU33FRSRFJ","A1C4LNTWGUOD4P","Submitted","Wed Jun 19 07:22:05 PDT 2019","Wed Jun 19 07:22:17 PDT 2019","Fri Jul 19 07:22:17 PDT 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Cup","as food container","4","5","6"
"3TLFH2L6YA1QGO7TJLK8F6E9FIAT2S","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","32SVAV9L3HMD8U1X7NCYSVPWCX1A3N","A1IQC2Y3UN3WEN","Submitted","Wed Jun 19 07:28:19 PDT 2019","Wed Jun 19 07:28:29 PDT 2019","Fri Jul 19 07:28:29 PDT 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Book","to read","7","1","7"
"3TLFH2L6YA1QGO7TJLK8F6E9FIAT2S","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","33PPUNGG3AI6S4U7U5TTRMJLRWNRZ8","A2SN4E7PX1NCLY","Submitted","Wed Jun 19 07:25:38 PDT 2019","Wed Jun 19 07:26:02 PDT 2019","Fri Jul 19 07:26:02 PDT 2019","","","","24","0% (0/1)","0% (0/1)","0% (0/1)","Book","to read","7","7","7"
"3TLFH2L6YA1QGO7TJLK8F6E9FIAT2S","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3K772S5NPAOVSFP82D3MS8GXGIIEHW","A3A6C8329VTSN7","Submitted","Wed Jun 19 07:30:27 PDT 2019","Wed Jun 19 07:32:01 PDT 2019","Fri Jul 19 07:32:01 PDT 2019","","","","94","0% (0/1)","0% (0/1)","0% (0/1)","Book","to read","7","2","7"
"3TLFH2L6YA1QGO7TJLK8F6E9FIAT2S","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3TS1AR6UQSRQ54JSKF1GJDC3EF0F7A","A3T9WZOUQGE2UW","Submitted","Wed Jun 19 07:28:14 PDT 2019","Wed Jun 19 07:28:30 PDT 2019","Fri Jul 19 07:28:30 PDT 2019","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Book","to read","7","7","7"
"3TLFH2L6YA1QGO7TJLK8F6E9FIAT2S","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3TY7ZAOG5HXN3FBM0R74KBULEYC0K0","A3LLAS4WXA8SKJ","Submitted","Wed Jun 19 07:29:31 PDT 2019","Wed Jun 19 07:29:51 PDT 2019","Fri Jul 19 07:29:51 PDT 2019","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Book","to read","7","2","7"
"3GVPRXWRPI77TBOOVL2ZXQT8FHH7I6","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","39GXDJN2OVRJ1FA1UZYQFZBKDTSV8Z","A2SN4E7PX1NCLY","Submitted","Wed Jun 19 07:21:30 PDT 2019","Wed Jun 19 07:22:18 PDT 2019","Fri Jul 19 07:22:18 PDT 2019","","","","48","0% (0/1)","0% (0/1)","0% (0/1)","Newspaper","to read","7","6","7"
"3GVPRXWRPI77TBOOVL2ZXQT8FHH7I6","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3AAJC4I4FI5PUGBUM0KKPVXUHFTJZ8","A1RYSM4DVE5VPZ","Submitted","Wed Jun 19 07:25:28 PDT 2019","Wed Jun 19 07:26:26 PDT 2019","Fri Jul 19 07:26:26 PDT 2019","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","Newspaper","to read","4","5","6"
"3GVPRXWRPI77TBOOVL2ZXQT8FHH7I6","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3LRLIPTPESMJ4S94ST4X9H6YNJNKA8","A30OWLTYVF4Y79","Submitted","Wed Jun 19 07:27:54 PDT 2019","Wed Jun 19 07:28:06 PDT 2019","Fri Jul 19 07:28:06 PDT 2019","","","","12","0% (0/2)","0% (0/2)","0% (0/0)","Newspaper","to read","4","1","7"
"3GVPRXWRPI77TBOOVL2ZXQT8FHH7I6","3UY9ZAUDME5BR52BHJHDKDGHLYFALG","What is the novelty,likability and usability of using a object for this specific task?","In this task you will answer what is the level of Novelty, Likability and Usability of one object for specific task on a scale of 1 to 7. Here 1 means very low and 7 means very high. Please consider the real life situation while answering the questuions.","item, equality, comparison","$0.02","Wed Jun 19 07:20:55 PDT 2019","5","BatchId:3680734;OriginalHitTemplateId:928390889;","1200","2592000","Tue Jul 09 07:20:55 PDT 2019","","","3MMN5BL1W1HEAVAM4Q231MKW6EOM3H","AWWR9PY50W0Z9","Submitted","Wed Jun 19 07:21:45 PDT 2019","Wed Jun 19 07:22:05 PDT 2019","Fri Jul 19 07:22:05 PDT 2019","","","","20","100% (1/1)","0% (0/0)","0% (0/0)","Newspaper","to read","7","1","7"
